Gene	Name/Alias	HGNC ID	Location	Metabolic pathway	Reference
PRDX6	peroxiredoxin 6	HGNC:16753	1q25.1	Ether lipid metabolism	
PRDX5	peroxiredoxin 5	HGNC:9355	11q13.1	Ether lipid metabolism	
STS	steroid sulfatase	HGNC:11425	Xp22.31	Ether lipid metabolism	
SULT1A1	sulfotransferase family 1A member 1	HGNC:11453	16p11.2	Ether lipid metabolism	
SULT1A3	sulfotransferase family 1A member 3	HGNC:11455	16p11.2	Ether lipid metabolism	
SULT1E1	sulfotransferase family 1E member 1	HGNC:11377	4q13.3	Ether lipid metabolism	
TPO	thyroid peroxidase	HGNC:12015	2p25.3	Ether lipid metabolism	
THPO	thrombopoietin	HGNC:11795	3q27.1	Ether lipid metabolism	
COQ3	coenzyme Q3, methyltransferase	HGNC:18175	6q16.2	Exchange-demand reactions	
COQ6	coenzyme Q6, monooxygenase	HGNC:20233	14q24.3	Exchange-demand reactions	
COQ7	coenzyme Q7, hydroxylase	HGNC:2244	16p12.3	Exchange-demand reactions	
ACOT2	acyl-CoA thioesterase 2	HGNC:18431	14q24.3	Fatty acid activation (cytosolic)	
ACOT4	acyl-CoA thioesterase 4	HGNC:19748	14q24.3	Fatty acid activation (cytosolic)	
ACSBG1	acyl-CoA synthetase bubblegum family member 1	HGNC:29567	15q25.1	Fatty acid activation (cytosolic)	
ACSBG2	acyl-CoA synthetase bubblegum family member 2	HGNC:24174	19p13.3	Fatty acid activation (cytosolic)	
ACSL1	acyl-CoA synthetase long chain family member 1	HGNC:3569	4q35.1	Fatty acid activation (cytosolic)	
ACSL3	acyl-CoA synthetase long chain family member 3	HGNC:3570	2q36.1	Fatty acid activation (cytosolic)	
ACSL4	acyl-CoA synthetase long chain family member 4	HGNC:3571	Xq23	Fatty acid activation (cytosolic)	
ACSL5	acyl-CoA synthetase long chain family member 5	HGNC:16526	10q25.2	Fatty acid activation (cytosolic)	
ACSL6	acyl-CoA synthetase long chain family member 6	HGNC:16496	5q31.1	Fatty acid activation (cytosolic)	
ACSM1	acyl-CoA synthetase medium chain family member 1	HGNC:18049	16p12.3	Fatty acid activation (cytosolic)	
ACSM2A	acyl-CoA synthetase medium chain family member 2A	HGNC:32017	16p12.3	Fatty acid activation (cytosolic)	
ACSM2B	acyl-CoA synthetase medium chain family member 2B	HGNC:30931	16p12.3	Fatty acid activation (cytosolic)	
ACSM3	acyl-CoA synthetase medium chain family member 3	HGNC:10522	16p12.3	Fatty acid activation (cytosolic)	
ACSM4	acyl-CoA synthetase medium chain family member 4	HGNC:32016	12p13.31	Fatty acid activation (cytosolic)	
ACSM5	acyl-CoA synthetase medium chain family member 5	HGNC:26060	16p12.3	Fatty acid activation (cytosolic)	
MEIKIN	meiotic kinetochore factor	HGNC:51253	5q31.1	Fatty acid activation (cytosolic)	
SLC27A2	solute carrier family 27 member 2	HGNC:10996	15q21.2	Fatty acid activation (cytosolic)	
ACOT2	acyl-CoA thioesterase 2	HGNC:18431	14q24.3	Fatty acid activation (endoplasmic reticular)	
ACOT4	acyl-CoA thioesterase 4	HGNC:19748	14q24.3	Fatty acid activation (endoplasmic reticular)	
ACSBG1	acyl-CoA synthetase bubblegum family member 1	HGNC:29567	15q25.1	Fatty acid activation (endoplasmic reticular)	
ACSBG2	acyl-CoA synthetase bubblegum family member 2	HGNC:24174	19p13.3	Fatty acid activation (endoplasmic reticular)	
ACSL1	acyl-CoA synthetase long chain family member 1	HGNC:3569	4q35.1	Fatty acid activation (endoplasmic reticular)	
ACSL3	acyl-CoA synthetase long chain family member 3	HGNC:3570	2q36.1	Fatty acid activation (endoplasmic reticular)	
ACSL4	acyl-CoA synthetase long chain family member 4	HGNC:3571	Xq23	Fatty acid activation (endoplasmic reticular)	
ACSL5	acyl-CoA synthetase long chain family member 5	HGNC:16526	10q25.2	Fatty acid activation (endoplasmic reticular)	
ACSL6	acyl-CoA synthetase long chain family member 6	HGNC:16496	5q31.1	Fatty acid activation (endoplasmic reticular)	
MEIKIN	meiotic kinetochore factor	HGNC:51253	5q31.1	Fatty acid activation (endoplasmic reticular)	
SLC27A2	solute carrier family 27 member 2	HGNC:10996	15q21.2	Fatty acid activation (endoplasmic reticular)	
ACOT1	acyl-CoA thioesterase 1	HGNC:33128	14q24.3	Fatty acid biosynthesis	
ACOT2	acyl-CoA thioesterase 2	HGNC:18431	14q24.3	Fatty acid biosynthesis	
ACOT4	acyl-CoA thioesterase 4	HGNC:19748	14q24.3	Fatty acid biosynthesis	
ACOT6	acyl-CoA thioesterase 6	HGNC:33159	14q24.3	Fatty acid biosynthesis	
ACOT7	acyl-CoA thioesterase 7	HGNC:24157	1p36.31	Fatty acid biosynthesis	
ACOT8	acyl-CoA thioesterase 8	HGNC:15919	20q13.12	Fatty acid biosynthesis	
ANAPC11	anaphase promoting complex subunit 11	HGNC:14452	17q25.3	Fatty acid biosynthesis	
BAAT	bile acid-CoA:amino acid N-acyltransferase	HGNC:932	9q31.1	Fatty acid biosynthesis	
CINP	cyclin dependent kinase 2 interacting protein	HGNC:23789	14q32.31	Fatty acid biosynthesis	
CTSA	cathepsin A	HGNC:9251	20q13.12	Fatty acid biosynthesis	
EGFL8	EGF like domain multiple 8	HGNC:13944	6p21.32	Fatty acid biosynthesis	
ELOVL1	ELOVL fatty acid elongase 1	HGNC:14418	1p34.2	Fatty acid biosynthesis	
ELOVL2	ELOVL fatty acid elongase 2	HGNC:14416	6p24.2	Fatty acid biosynthesis	
ELOVL4	ELOVL fatty acid elongase 4	HGNC:14415	6q14.1	Fatty acid biosynthesis	
ELOVL5	ELOVL fatty acid elongase 5	HGNC:21308	6p12.1	Fatty acid biosynthesis	
ELOVL6	ELOVL fatty acid elongase 6	HGNC:15829	4q25	Fatty acid biosynthesis	
FADS1	fatty acid desaturase 1	HGNC:3574	11q12.2	Fatty acid biosynthesis	
FADS2	fatty acid desaturase 2	HGNC:3575	11q12.2	Fatty acid biosynthesis	
FASN	fatty acid synthase	HGNC:3594	17q25.3	Fatty acid biosynthesis	
HIRIP3	HIRA interacting protein 3	HGNC:4917	16p11.2	Fatty acid biosynthesis	
LOXL2	lysyl oxidase like 2	HGNC:6666	8p21.3	Fatty acid biosynthesis	
MCAT	malonyl-CoA-acyl carrier protein transacylase	HGNC:29622	22q13.2	Fatty acid biosynthesis	
OLAH	oleoyl-ACP hydrolase	HGNC:25625	10p13	Fatty acid biosynthesis	
OXSM	3-oxoacyl-ACP synthase, mitochondrial	HGNC:26063	3p24.2	Fatty acid biosynthesis	
PPT1	palmitoyl-protein thioesterase 1	HGNC:9325	1p34.2	Fatty acid biosynthesis	
PPT2	palmitoyl-protein thioesterase 2	HGNC:9326	6p21.32	Fatty acid biosynthesis	
SCD	stearoyl-CoA desaturase	HGNC:10571	10q24.31	Fatty acid biosynthesis	
SLC22A5	solute carrier family 22 member 5	HGNC:10969	5q31.1	Fatty acid biosynthesis	
ACACA	acetyl-CoA carboxylase alpha	HGNC:84	17q12	Fatty acid biosynthesis (even-chain)	
ACACB	acetyl-CoA carboxylase beta	HGNC:85	12q24.11	Fatty acid biosynthesis (even-chain)	
FASN	fatty acid synthase	HGNC:3594	17q25.3	Fatty acid biosynthesis (even-chain)	
MECR	mitochondrial trans-2-enoyl-CoA reductase	HGNC:19691	1p35.3	Fatty acid biosynthesis (even-chain)	
OXSM	3-oxoacyl-ACP synthase, mitochondrial	HGNC:26063	3p24.2	Fatty acid biosynthesis (even-chain)	
PECR	peroxisomal trans-2-enoyl-CoA reductase	HGNC:18281	2q35	Fatty acid biosynthesis (even-chain)	
FASN	fatty acid synthase	HGNC:3594	17q25.3	Fatty acid biosynthesis (odd-chain)	
ELOVL1	ELOVL fatty acid elongase 1	HGNC:14418	1p34.2	Fatty acid biosynthesis (unsaturated)	
ELOVL2	ELOVL fatty acid elongase 2	HGNC:14416	6p24.2	Fatty acid biosynthesis (unsaturated)	
ELOVL3	ELOVL fatty acid elongase 3	HGNC:18047	10q24.32	Fatty acid biosynthesis (unsaturated)	
ELOVL4	ELOVL fatty acid elongase 4	HGNC:14415	6q14.1	Fatty acid biosynthesis (unsaturated)	
ELOVL5	ELOVL fatty acid elongase 5	HGNC:21308	6p12.1	Fatty acid biosynthesis (unsaturated)	
ELOVL6	ELOVL fatty acid elongase 6	HGNC:15829	4q25	Fatty acid biosynthesis (unsaturated)	
ELOVL7	ELOVL fatty acid elongase 7	HGNC:26292	5q12.1	Fatty acid biosynthesis (unsaturated)	
HACD1	3-hydroxyacyl-CoA dehydratase 1	HGNC:9639	10p12.33	Fatty acid biosynthesis (unsaturated)	
HACD2	3-hydroxyacyl-CoA dehydratase 2	HGNC:9640	3q21.1	Fatty acid biosynthesis (unsaturated)	
HACD3	3-hydroxyacyl-CoA dehydratase 3	HGNC:24175	15q22.31	Fatty acid biosynthesis (unsaturated)	
HACD4	3-hydroxyacyl-CoA dehydratase 4	HGNC:20920	9p21.3	Fatty acid biosynthesis (unsaturated)	
HIGD2A	HIG1 hypoxia inducible domain family member 2A	HGNC:28311	5q35.2	Fatty acid biosynthesis (unsaturated)	
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	HGNC:18646	11p11.2	Fatty acid biosynthesis (unsaturated)	
TECR	trans-2,3-enoyl-CoA reductase	HGNC:4551	19p13.12	Fatty acid biosynthesis (unsaturated)	
TECRL	trans-2,3-enoyl-CoA reductase like	HGNC:27365	4q13.1	Fatty acid biosynthesis (unsaturated)	
FADS1	fatty acid desaturase 1	HGNC:3574	11q12.2	Fatty acid desaturation (even-chain)	
FADS2	fatty acid desaturase 2	HGNC:3575	11q12.2	Fatty acid desaturation (even-chain)	
FADS3	fatty acid desaturase 3	HGNC:3576	11q12.2	Fatty acid desaturation (even-chain)	
FADS6	fatty acid desaturase 6	HGNC:30459	17q25.1	Fatty acid desaturation (even-chain)	
FADS1	fatty acid desaturase 1	HGNC:3574	11q12.2	Fatty acid desaturation (even-chain)	
SCD	stearoyl-CoA desaturase	HGNC:10571	10q24.31	Fatty acid desaturation (even-chain)	
SLC22A5	solute carrier family 22 member 5	HGNC:10969	5q31.1	Fatty acid desaturation (even-chain)	
SCD5	stearoyl-CoA desaturase 5	HGNC:21088	4q21.22	Fatty acid desaturation (even-chain)	
SCD	stearoyl-CoA desaturase	HGNC:10571	10q24.31	Fatty acid desaturation (odd-chain)	
SLC22A5	solute carrier family 22 member 5	HGNC:10969	5q31.1	Fatty acid desaturation (odd-chain)	
SCD5	stearoyl-CoA desaturase 5	HGNC:21088	4q21.22	Fatty acid desaturation (odd-chain)	
ELOVL1	ELOVL fatty acid elongase 1	HGNC:14418	1p34.2	Fatty acid elongation (even-chain)	
ELOVL2	ELOVL fatty acid elongase 2	HGNC:14416	6p24.2	Fatty acid elongation (even-chain)	
ELOVL3	ELOVL fatty acid elongase 3	HGNC:18047	10q24.32	Fatty acid elongation (even-chain)	
ELOVL4	ELOVL fatty acid elongase 4	HGNC:14415	6q14.1	Fatty acid elongation (even-chain)	
ELOVL5	ELOVL fatty acid elongase 5	HGNC:21308	6p12.1	Fatty acid elongation (even-chain)	
ELOVL6	ELOVL fatty acid elongase 6	HGNC:15829	4q25	Fatty acid elongation (even-chain)	
ELOVL7	ELOVL fatty acid elongase 7	HGNC:26292	5q12.1	Fatty acid elongation (even-chain)	
HACD1	3-hydroxyacyl-CoA dehydratase 1	HGNC:9639	10p12.33	Fatty acid elongation (even-chain)	
HACD2	3-hydroxyacyl-CoA dehydratase 2	HGNC:9640	3q21.1	Fatty acid elongation (even-chain)	
HACD3	3-hydroxyacyl-CoA dehydratase 3	HGNC:24175	15q22.31	Fatty acid elongation (even-chain)	
HACD4	3-hydroxyacyl-CoA dehydratase 4	HGNC:20920	9p21.3	Fatty acid elongation (even-chain)	
HIGD2A	HIG1 hypoxia inducible domain family member 2A	HGNC:28311	5q35.2	Fatty acid elongation (even-chain)	
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	HGNC:18646	11p11.2	Fatty acid elongation (even-chain)	
TECR	trans-2,3-enoyl-CoA reductase	HGNC:4551	19p13.12	Fatty acid elongation (even-chain)	
TECRL	trans-2,3-enoyl-CoA reductase like	HGNC:27365	4q13.1	Fatty acid elongation (even-chain)	
ELOVL1	ELOVL fatty acid elongase 1	HGNC:14418	1p34.2	Fatty acid elongation (odd-chain)	
ELOVL2	ELOVL fatty acid elongase 2	HGNC:14416	6p24.2	Fatty acid elongation (odd-chain)	
ELOVL3	ELOVL fatty acid elongase 3	HGNC:18047	10q24.32	Fatty acid elongation (odd-chain)	
ELOVL4	ELOVL fatty acid elongase 4	HGNC:14415	6q14.1	Fatty acid elongation (odd-chain)	
ELOVL5	ELOVL fatty acid elongase 5	HGNC:21308	6p12.1	Fatty acid elongation (odd-chain)	
ELOVL6	ELOVL fatty acid elongase 6	HGNC:15829	4q25	Fatty acid elongation (odd-chain)	
ELOVL7	ELOVL fatty acid elongase 7	HGNC:26292	5q12.1	Fatty acid elongation (odd-chain)	
HACD1	3-hydroxyacyl-CoA dehydratase 1	HGNC:9639	10p12.33	Fatty acid elongation (odd-chain)	
HACD2	3-hydroxyacyl-CoA dehydratase 2	HGNC:9640	3q21.1	Fatty acid elongation (odd-chain)	
HACD3	3-hydroxyacyl-CoA dehydratase 3	HGNC:24175	15q22.31	Fatty acid elongation (odd-chain)	
HACD4	3-hydroxyacyl-CoA dehydratase 4	HGNC:20920	9p21.3	Fatty acid elongation (odd-chain)	
HIGD2A	HIG1 hypoxia inducible domain family member 2A	HGNC:28311	5q35.2	Fatty acid elongation (odd-chain)	
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	HGNC:18646	11p11.2	Fatty acid elongation (odd-chain)	
TECR	trans-2,3-enoyl-CoA reductase	HGNC:4551	19p13.12	Fatty acid elongation (odd-chain)	
TECRL	trans-2,3-enoyl-CoA reductase like	HGNC:27365	4q13.1	Fatty acid elongation (odd-chain)	
ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2	Fatty acid oxidation	
ACAA2	acetyl-CoA acyltransferase 2	HGNC:83	18q21.1	Fatty acid oxidation	
ACADL	acyl-CoA dehydrogenase long chain	HGNC:88	2q34	Fatty acid oxidation	
ACADM	acyl-CoA dehydrogenase medium chain	HGNC:89	1p31.1	Fatty acid oxidation	
ACADS	acyl-CoA dehydrogenase short chain	HGNC:90	12q24.31	Fatty acid oxidation	
ACADSB	acyl-CoA dehydrogenase short/branched chain	HGNC:91	10q26.13	Fatty acid oxidation	
ACADVL	acyl-CoA dehydrogenase very long chain	HGNC:92	17p13.1	Fatty acid oxidation	
ACOT1	acyl-CoA thioesterase 1	HGNC:33128	14q24.3	Fatty acid oxidation	
ACOT11	acyl-CoA thioesterase 11	HGNC:18156	1p32.3	Fatty acid oxidation	
ACOT13	acyl-CoA thioesterase 13	HGNC:20999	6p22.3	Fatty acid oxidation	
ACOT2	acyl-CoA thioesterase 2	HGNC:18431	14q24.3	Fatty acid oxidation	
ACOT4	acyl-CoA thioesterase 4	HGNC:19748	14q24.3	Fatty acid oxidation	
ACOT7	acyl-CoA thioesterase 7	HGNC:24157	1p36.31	Fatty acid oxidation	
ACOT8	acyl-CoA thioesterase 8	HGNC:15919	20q13.12	Fatty acid oxidation	
ACOX1	acyl-CoA oxidase 1	HGNC:119	17q25.1	Fatty acid oxidation	
ACOX2	acyl-CoA oxidase 2	HGNC:120	3p14.3	Fatty acid oxidation	
ACOX3	acyl-CoA oxidase 3, pristanoyl	HGNC:121	4p16.1	Fatty acid oxidation	
ACSBG2	acyl-CoA synthetase bubblegum family member 2	HGNC:24174	19p13.3	Fatty acid oxidation	
ACSL1	acyl-CoA synthetase long chain family member 1	HGNC:3569	4q35.1	Fatty acid oxidation	
ACSL3	acyl-CoA synthetase long chain family member 3	HGNC:3570	2q36.1	Fatty acid oxidation	
ACSL4	acyl-CoA synthetase long chain family member 4	HGNC:3571	Xq23	Fatty acid oxidation	
ACSL5	acyl-CoA synthetase long chain family member 5	HGNC:16526	10q25.2	Fatty acid oxidation	
ACSL6	acyl-CoA synthetase long chain family member 6	HGNC:16496	5q31.1	Fatty acid oxidation	
ACSM1	acyl-CoA synthetase medium chain family member 1	HGNC:18049	16p12.3	Fatty acid oxidation	
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	HGNC:253	4q23	Fatty acid oxidation	
ALDH3A2	aldehyde dehydrogenase 3 family member A2	HGNC:403	17p11.2	Fatty acid oxidation	
CPT1A	carnitine palmitoyltransferase 1A	HGNC:2328	11q13.3	Fatty acid oxidation	
CPT1B	carnitine palmitoyltransferase 1B	HGNC:2329	22q13.33	Fatty acid oxidation	
CPT1C	carnitine palmitoyltransferase 1C	HGNC:18540	19q13.33	Fatty acid oxidation	
CPT2	carnitine palmitoyltransferase 2	HGNC:2330	1p32.3	Fatty acid oxidation	
CRAT	carnitine O-acetyltransferase	HGNC:2342	9q34.11	Fatty acid oxidation	
CROT	carnitine O-octanoyltransferase	HGNC:2366	7q21.12	Fatty acid oxidation	
CYP4F2	cytochrome P450 family 4 subfamily F member 2	HGNC:2645	19p13.12	Fatty acid oxidation	
CYP4F3	cytochrome P450 family 4 subfamily F member 3	HGNC:2646	19p13.12	Fatty acid oxidation	
DBI	diazepam binding inhibitor, acyl-CoA binding protein	HGNC:2690	2q14.2	Fatty acid oxidation	
TSPO	translocator protein	HGNC:1158	22q13.2	Fatty acid oxidation	
DECR1	2,4-dienoyl-CoA reductase 1	HGNC:2753	8q21.3	Fatty acid oxidation	
DECR2	2,4-dienoyl-CoA reductase 2	HGNC:2754	16p13.3	Fatty acid oxidation	
ECH1	enoyl-CoA hydratase 1	HGNC:3149	19q13.2	Fatty acid oxidation	
ECHS1	enoyl-CoA hydratase, short chain 1	HGNC:3151	10q26.3	Fatty acid oxidation	
ECI1	enoyl-CoA delta isomerase 1	HGNC:2703	16p13.3	Fatty acid oxidation	
ECI2	enoyl-CoA delta isomerase 2	HGNC:14601	6p25.2	Fatty acid oxidation	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Fatty acid oxidation	
ELOVL1	ELOVL fatty acid elongase 1	HGNC:14418	1p34.2	Fatty acid oxidation	
ELOVL2	ELOVL fatty acid elongase 2	HGNC:14416	6p24.2	Fatty acid oxidation	
ELOVL4	ELOVL fatty acid elongase 4	HGNC:14415	6q14.1	Fatty acid oxidation	
ELOVL5	ELOVL fatty acid elongase 5	HGNC:21308	6p12.1	Fatty acid oxidation	
ELOVL6	ELOVL fatty acid elongase 6	HGNC:15829	4q25	Fatty acid oxidation	
ETFA	electron transfer flavoprotein subunit alpha	HGNC:3481	15q24.2-q24.3	Fatty acid oxidation	
ETFB	electron transfer flavoprotein subunit beta	HGNC:3482	19q13.41	Fatty acid oxidation	
ETFDH	electron transfer flavoprotein dehydrogenase	HGNC:3483	4q32.1	Fatty acid oxidation	
HACL1	2-hydroxyacyl-CoA lyase 1	HGNC:17856	3p25.1	Fatty acid oxidation	
HADH	hydroxyacyl-CoA dehydrogenase	HGNC:4799	4q25	Fatty acid oxidation	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Fatty acid oxidation	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HGNC:4803	2p23.3	Fatty acid oxidation	
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	HGNC:4800	Xp11.22	Fatty acid oxidation	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	HGNC:5213	5q23.1	Fatty acid oxidation	
LCAT	lecithin-cholesterol acyltransferase	HGNC:6522	16q22.1	Fatty acid oxidation	
MCAT	malonyl-CoA-acyl carrier protein transacylase	HGNC:29622	22q13.2	Fatty acid oxidation	
MECR	mitochondrial trans-2-enoyl-CoA reductase	HGNC:19691	1p35.3	Fatty acid oxidation	
OLAH	oleoyl-ACP hydrolase	HGNC:25625	10p13	Fatty acid oxidation	
PECR	peroxisomal trans-2-enoyl-CoA reductase	HGNC:18281	2q35	Fatty acid oxidation	
PHYH	phytanoyl-CoA 2-hydroxylase	HGNC:8940	10p13	Fatty acid oxidation	
SLC25A20	solute carrier family 25 member 20	HGNC:1421	3p21.31	Fatty acid oxidation	
SLC27A1	solute carrier family 27 member 1	HGNC:10995	19p13.11	Fatty acid oxidation	
SLC27A2	solute carrier family 27 member 2	HGNC:10996	15q21.2	Fatty acid oxidation	
SLC27A3	solute carrier family 27 member 3	HGNC:10997	1q21.3	Fatty acid oxidation	
SLC27A4	solute carrier family 27 member 4	HGNC:10998	9q34.11	Fatty acid oxidation	
SLC27A5	solute carrier family 27 member 5	HGNC:10999	19q13.43	Fatty acid oxidation	
SLC27A6	solute carrier family 27 member 6	HGNC:11000	5q23.3	Fatty acid oxidation	
ALDH1L1	aldehyde dehydrogenase 1 family member L1	HGNC:3978	3q21.3	Folate metabolism	
ALDH1L2	aldehyde dehydrogenase 1 family member L2	HGNC:26777	12q23.3	Folate metabolism	
AMT	aminomethyltransferase	HGNC:473	3p21.31	Folate metabolism	
DHFR	dihydrofolate reductase	HGNC:2861	5q14.1	Folate metabolism	
DHFR2	dihydrofolate reductase 2	HGNC:27309	3q11.2	Folate metabolism	
DLD	dihydrolipoamide dehydrogenase	HGNC:2898	7q31.1	Folate metabolism	
FPGS	folylpolyglutamate synthase	HGNC:3824	9q34.11	Folate metabolism	
FTCD	formimidoyltransferase cyclodeaminase	HGNC:3974	21q22.3	Folate metabolism	
GCSH	glycine cleavage system protein H	HGNC:4208	16q23.2	Folate metabolism	
GGH	gamma-glutamyl hydrolase	HGNC:4248	8q12.3	Folate metabolism	
GLDC	glycine decarboxylase	HGNC:4313	9p24.1	Folate metabolism	
GPHN	gephyrin	HGNC:15465	14q23.3	Folate metabolism	
MOCS1	molybdenum cofactor synthesis 1	HGNC:7190	6p21.2	Folate metabolism	
MOCS2	molybdenum cofactor synthesis 2	HGNC:7193	5q11.2	Folate metabolism	
MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	HGNC:7432	14q23.3	Folate metabolism	
MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	HGNC:21055	6q25.1	Folate metabolism	
MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	HGNC:7434	2p13.1	Folate metabolism	
MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	HGNC:31865	4q13.3	Folate metabolism	
MTHFR	methylenetetrahydrofolate reductase	HGNC:7436	1p36.22	Folate metabolism	
MTHFS	methenyltetrahydrofolate synthetase	HGNC:7437	15q25.1	Folate metabolism	
QDPR	quinoid dihydropteridine reductase	HGNC:9752	4p15.32	Folate metabolism	
CEL	carboxyl ester lipase	HGNC:1848	9q34.13	Formation and hydrolysis of cholesterol esters	
LIPA	lipase A, lysosomal acid type	HGNC:6617	10q23.31	Formation and hydrolysis of cholesterol esters	
SCGB1D1	secretoglobin family 1D member 1	HGNC:18395	11q12.3	Formation and hydrolysis of cholesterol esters	
SOAT1	sterol O-acyltransferase 1	HGNC:11177	1q25.2	Formation and hydrolysis of cholesterol esters	
SOAT2	sterol O-acyltransferase 2	HGNC:11178	12q13.13	Formation and hydrolysis of cholesterol esters	
AKR1B1	aldo-keto reductase family 1 member B	HGNC:381	7q33	Fructose and mannose metabolism	
AKR1B10	aldo-keto reductase family 1 member B10	HGNC:382	7q33	Fructose and mannose metabolism	
ALDOA	aldolase, fructose-bisphosphate A	HGNC:414	16p11.2	Fructose and mannose metabolism	
ALDOB	aldolase, fructose-bisphosphate B	HGNC:417	9q31.1	Fructose and mannose metabolism	
ALDOC	aldolase, fructose-bisphosphate C	HGNC:418	17q11.2	Fructose and mannose metabolism	
AMIGO3	adhesion molecule with Ig like domain 3	HGNC:24075	3p21.31	Fructose and mannose metabolism	
DLX4	distal-less homeobox 4	HGNC:2917	17q21.33	Fructose and mannose metabolism	
